i,j,Transport,Transport_july,Transport_May
Alaska,New Mexico,0.128379,0.0514004,0
Alaska,Virginia,0.17004,0.0680807,0
Alaska,Kansas,0.137115,0.054898,0
Alaska,Oklahoma,0.142601,0.0570947,0
Alaska,Rhode Island,0.174561,0.0698906,0
Georgia,Alaska,2.0562699,2.0218101,1.0976599
Georgia,Tennessee,0.124897,0.122803,0.066671
Georgia,West Virginia,0.212693,0.209128,0.113538
Georgia,District of Columbia,0.318337,0.313002,0.169931
Georgia,New Jersey,0.433807,0.426537,0.231571
Georgia,South Dakota,0.556217,0.546895,0.296914
Georgia,Hawaii,2.6166101,2.5727601,1.39677
Georgia,Virginia,0.31088,0.30567,0.165951
Georgia,Kansas,0.452309,0.444729,0.241447
Georgia,Indiana,0.253624,0.249374,0.135387
Georgia,Wyoming,0.911366,0.896092,0.486496
Georgia,Mississippi,0.197296,0.19399,0.105319
Georgia,New York,0.44191,0.434504,0.235896
Georgia,Nevada,1.00889,0.991985,0.538557
Georgia,California,1.1249599,1.10611,0.600515
Georgia,Florida,0.235496,0.231549,0.12571
Georgia,New Hampshire,0.554146,0.544859,0.295809
Georgia,Minnesota,0.530113,0.521229,0.28298
Georgia,Louisiana,0.247196,0.243053,0.131956
Georgia,Oklahoma,0.439744,0.432374,0.23474
Georgia,Oregon,1.2604899,1.23937,0.672864
Georgia,Pennsylvania,0.387537,0.381042,0.206871
Georgia,Arizona,0.917833,0.90245,0.489948
Georgia,Rhode Island,0.525457,0.51665,0.280494
Georgia,Maine,0.597871,0.587851,0.319149
Georgia,Washington,1.26869,1.24743,0.677241
Georgia,Utah,0.919506,0.904096,0.490841
Georgia,Missouri,0.282148,0.27742,0.150614
Connecticut,Alaska,0.304996,0.46929,0.837127
Connecticut,Georgia,0.073634,0.113299,0.202105
Connecticut,Tennessee,0.0726795,0.11183,0.199485
Connecticut,Massachusetts,0.0077656,0.0119488,0.0213145
Connecticut,Vermont,0.0152079,0.0234001,0.0417415
Connecticut,Montana,0.164653,0.253348,0.451927
Connecticut,South Carolina,0.0639157,0.0983457,0.175431
Connecticut,Ohio,0.040479,0.0622841,0.111103
Connecticut,North Carolina,0.0552326,0.0849851,0.151598
Connecticut,West Virginia,0.0453689,0.0698081,0.124525
Connecticut,Kentucky,0.0563329,0.0866782,0.154618
Connecticut,District of Columbia,0.0268437,0.0413038,0.0736784
Connecticut,Colorado,0.142314,0.218975,0.390611
Connecticut,Texas,0.125447,0.193022,0.344316
Connecticut,Iowa,0.0921681,0.141817,0.252975
Connecticut,Michigan,0.046731,0.0719039,0.128263
Connecticut,New Jersey,0.0099258,0.0152726,0.0272436
Connecticut,North Dakota,0.106009,0.163114,0.290966
Connecticut,South Dakota,0.104505,0.160799,0.286836
Connecticut,Hawaii,0.428843,0.659852,1.17705
Connecticut,Virginia,0.0278686,0.0428808,0.0764915
Connecticut,Kansas,0.114469,0.17613,0.314184
Connecticut,Indiana,0.0620463,0.0954694,0.1703
Connecticut,Wyoming,0.164205,0.252659,0.450697
Connecticut,Mississippi,0.0995254,0.153138,0.273169
Connecticut,New York,0.0091433,0.0140685,0.0250957
Connecticut,Nevada,0.195561,0.300906,0.53676
Connecticut,California,0.215137,0.331027,0.590491
Connecticut,Florida,0.0903946,0.139088,0.248108
Connecticut,New Hampshire,0.0080364,0.0123655,0.0220577
Connecticut,Wisconsin,0.0664728,0.10228,0.182449
Connecticut,Minnesota,0.0897632,0.138117,0.246375
Connecticut,Louisiana,0.109573,0.168597,0.300747
Connecticut,Oklahoma,0.120525,0.18545,0.330808
Connecticut,Nebraska,0.102126,0.157139,0.280307
Connecticut,Illinois,0.0667,0.10263,0.183073
Connecticut,Oregon,0.21201,0.326216,0.581909
Connecticut,Pennsylvania,0.0167873,0.0258302,0.0460763
Connecticut,Arizona,0.188432,0.289936,0.517192
Connecticut,Rhode Island,0.0056836,0.0087453,0.0156
Connecticut,Maine,0.0144636,0.0222549,0.0396986
Connecticut,Utah,0.172754,0.265813,0.474162
Connecticut,Missouri,0.0815,0.125402,0.223694
Alabama,Alaska,1.3621401,1.35614,0.567533
Alabama,Georgia,0.052664,0.0524319,0.0219423
Alabama,Connecticut,0.378824,0.377154,0.157836
Alabama,Tennessee,0.0703803,0.0700702,0.0293238
Alabama,Idaho,0.678845,0.675854,0.282839
Alabama,Massachusetts,0.4137,0.411877,0.172367
Alabama,Vermont,0.413926,0.412102,0.172461
Alabama,Montana,0.607372,0.604695,0.25306
Alabama,South Carolina,0.153687,0.15301,0.0640335
Alabama,Ohio,0.240144,0.239086,0.100055
Alabama,North Carolina,0.137813,0.137206,0.0574194
Alabama,West Virginia,0.174052,0.173285,0.0725183
Alabama,Kentucky,0.157552,0.156858,0.0656437
Alabama,District of Columbia,0.257348,0.256214,0.107224
Alabama,Colorado,0.425341,0.423467,0.177217
Alabama,Texas,0.234445,0.233412,0.097681
Alabama,Iowa,0.264605,0.263439,0.110247
Alabama,Michigan,0.24866,0.247564,0.103603
Alabama,New Jersey,0.334848,0.333373,0.139514
Alabama,North Dakota,0.421178,0.419323,0.175483
Alabama,South Dakota,0.346992,0.345463,0.144574
Alabama,Hawaii,1.72386,1.71626,0.718243
Alabama,Virginia,0.251253,0.250145,0.104684
Alabama,Kansas,0.260723,0.259574,0.10863
Alabama,Indiana,0.169518,0.168771,0.0706294
Alabama,Wyoming,0.576143,0.573605,0.240049
Alabama,Mississippi,0.0832152,0.0828485,0.0346714
Alabama,New York,0.340944,0.339442,0.142053
Alabama,Nevada,0.634009,0.631215,0.264158
Alabama,California,0.71176,0.708624,0.296553
Alabama,Florida,0.18927,0.188436,0.078859
Alabama,New Hampshire,0.414743,0.412916,0.172802
Alabama,Wisconsin,0.259132,0.25799,0.107967
Alabama,Minnesota,0.33919,0.337695,0.141323
Alabama,Louisiana,0.126918,0.126359,0.0528801
Alabama,Oklahoma,0.247734,0.246643,0.103218
Alabama,Nebraska,0.2896,0.288324,0.120661
Alabama,Illinois,0.232708,0.231683,0.0969575
Alabama,Oregon,0.812515,0.808935,0.338533
Alabama,Pennsylvania,0.304113,0.302773,0.126708
Alabama,Arizona,0.5707,0.568185,0.237781
Alabama,Rhode Island,0.397711,0.395959,0.165706
Alabama,Maine,0.444172,0.442215,0.185063
Alabama,Washington,0.820023,0.81641,0.341661
Alabama,Utah,0.577766,0.57522,0.240725
Alabama,Missouri,0.163051,0.162333,0.0679348
Tennessee,Alaska,1.6432199,1.44539,0.656834
Tennessee,West Virginia,0.157962,0.138945,0.0631411
Tennessee,District of Columbia,0.276433,0.243153,0.110497
Tennessee,New Jersey,0.368325,0.323982,0.147229
Tennessee,Virginia,0.26687,0.234741,0.106674
Tennessee,Kansas,0.297005,0.261248,0.11872
Tennessee,Florida,0.306057,0.269211,0.122339
Tennessee,Oklahoma,0.302391,0.265986,0.120873
Tennessee,Oregon,0.97393,0.856678,0.389303
Tennessee,Pennsylvania,0.332331,0.292321,0.132841
Tennessee,Arizona,0.712164,0.626426,0.284669
Tennessee,Rhode Island,0.446957,0.393147,0.178659
Tennessee,Maine,0.498958,0.438888,0.199445
Tennessee,Washington,0.978629,0.860811,0.391182
Tennessee,Utah,0.690308,0.607201,0.275933
Idaho,Alaska,0.461422,0.334092,0.0842774
Idaho,Georgia,0.450192,0.325961,0.0822262
Idaho,Tennessee,0.402118,0.291154,0.0734458
Idaho,Massachusetts,0.556607,0.403011,0.101663
Idaho,Vermont,0.522426,0.378262,0.0954195
Idaho,Montana,0.0719615,0.0521037,0.0131436
Idaho,Ohio,0.428931,0.310567,0.078343
Idaho,North Carolina,0.479217,0.346977,0.0875276
Idaho,West Virginia,0.448584,0.324797,0.0819326
Idaho,Kentucky,0.406589,0.294391,0.0742623
Idaho,Colorado,0.159034,0.115148,0.0290471
Idaho,Texas,0.312431,0.226215,0.0570646
Idaho,Iowa,0.28322,0.205066,0.0517294
Idaho,Michigan,0.407171,0.294812,0.0743685
Idaho,North Dakota,0.239456,0.173378,0.043736
Idaho,South Dakota,0.239308,0.173271,0.0437089
Idaho,Hawaii,0.696874,0.504571,0.127282
Idaho,Virginia,0.495979,0.359114,0.0905892
Idaho,Kansas,0.261122,0.189065,0.0476932
Idaho,Indiana,0.382729,0.277115,0.0699044
Idaho,Wyoming,0.0674759,0.0488559,0.0123243
Idaho,Mississippi,0.396206,0.286873,0.0723659
Idaho,New York,0.531461,0.384804,0.0970698
Idaho,Nevada,0.12898,0.093388,0.0235578
Idaho,California,0.16731,0.121141,0.0305587
Idaho,Florida,0.538369,0.389806,0.0983315
Idaho,New Hampshire,0.548888,0.397422,0.100253
Idaho,Minnesota,0.280575,0.20315,0.0512462
Idaho,Louisiana,0.418938,0.303332,0.0765178
Idaho,Oklahoma,0.279687,0.202508,0.0510841
Idaho,Nebraska,0.256741,0.185893,0.046893
Idaho,Illinois,0.352294,0.255078,0.0643454
Idaho,Oregon,0.084627,0.0612741,0.0154569
Idaho,Pennsylvania,0.517767,0.374889,0.0945685
Idaho,Arizona,0.182182,0.131909,0.0332751
Idaho,Rhode Island,0.554589,0.40155,0.101294
Idaho,Washington,0.0982523,0.0711395,0.0179455
Idaho,Utah,0.071386,0.051687,0.0130384
Idaho,Missouri,0.3384,0.245018,0.0618077
Massachusetts,Alaska,0.613158,0.995683,1.71161
Massachusetts,Georgia,0.160899,0.261278,0.449145
Massachusetts,Tennessee,0.159726,0.259374,0.445871
Massachusetts,West Virginia,0.105465,0.171261,0.294403
Massachusetts,District of Columbia,0.0678246,0.110138,0.18933
Massachusetts,New Jersey,0.0340723,0.0553287,0.0951117
Massachusetts,North Dakota,0.222096,0.360654,0.619975
Massachusetts,South Dakota,0.220772,0.358504,0.616278
Massachusetts,Hawaii,0.865111,1.40482,2.4149301
Massachusetts,Virginia,0.0701216,0.113868,0.195742
Massachusetts,Kansas,0.242329,0.393509,0.676454
Massachusetts,Indiana,0.138385,0.224719,0.386298
Massachusetts,Wyoming,0.338973,0.550445,0.946231
Massachusetts,Mississippi,0.212861,0.345658,0.594195
Massachusetts,New York,0.0317603,0.0515743,0.0886578
Massachusetts,Nevada,0.402724,0.653968,1.12419
Massachusetts,California,0.441736,0.717318,1.23309
Massachusetts,Florida,0.191519,0.311001,0.53462
Massachusetts,New Hampshire,0.00768,0.0124713,0.0214386
Massachusetts,Wisconsin,0.145667,0.236543,0.406624
Massachusetts,Minnesota,0.190835,0.30989,0.53271
Massachusetts,Louisiana,0.232526,0.37759,0.649089
Massachusetts,Oklahoma,0.254647,0.413512,0.710839
Massachusetts,Oregon,0.432985,0.703108,1.20866
Massachusetts,Pennsylvania,0.0476058,0.0773053,0.13289
Massachusetts,Arizona,0.389089,0.631827,1.08613
Massachusetts,Rhode Island,0.0083052,0.0134866,0.0231838
Massachusetts,Maine,0.0162897,0.0264523,0.0454723
Massachusetts,Washington,0.427203,0.693718,1.19252
Massachusetts,Utah,0.356665,0.579174,0.995618
Massachusetts,Missouri,0.177012,0.287443,0.494123
Vermont,Georgia,0,0,0.002784
Vermont,Tennessee,0,0,0.0026453
Vermont,Massachusetts,0,0,0.0005251
Vermont,Montana,0,0,0.0053418
Vermont,South Carolina,0,0,0.0025592
Vermont,Ohio,0,0,0.0014091
Vermont,North Carolina,0,0,0.0022076
Vermont,West Virginia,0,0,0.0017562
Vermont,Kentucky,0,0,0.0020251
Vermont,District of Columbia,0,0,0.0012686
Vermont,Texas,0,0,0.0043536
Vermont,Iowa,0,0,0.0030411
Vermont,Michigan,0,0,0.0015466
Vermont,New Jersey,0,0,0.0007737
Vermont,North Dakota,0,0,0.0033421
Vermont,South Dakota,0,0,0.0033836
Vermont,Hawaii,0,0,0.0143148
Vermont,Virginia,0,0,0.0012817
Vermont,Kansas,0,0,0.0038762
Vermont,Indiana,0,0,0.002161
Vermont,Wyoming,0,0,0.005365
Vermont,Mississippi,0,0,0.0035837
Vermont,New York,0,0,0.0007753
Vermont,Nevada,0,0,0.0065253
Vermont,California,0,0,0.0071966
Vermont,Florida,0,0,0.0034707
Vermont,New Hampshire,0,0,0.0003959
Vermont,Wisconsin,0,0,0.0021467
Vermont,Minnesota,0,0,0.0028504
Vermont,Louisiana,0,0,0.0039593
Vermont,Oklahoma,0,0,0.004131
Vermont,Nebraska,0,0,0.0033724
Vermont,Illinois,0,0,0.0021986
Vermont,Pennsylvania,0,0,0.0009744
Vermont,Rhode Island,0,0,0.000605
Vermont,Maine,0,0,0.0004405
Vermont,Washington,0,0,0.0068111
Vermont,Utah,0,0,0.0056979
Vermont,Missouri,0,0,0.0028021
Maryland,Alaska,0.547085,0.719647,0.902028
Maryland,Georgia,0.0890329,0.117116,0.146796
Maryland,Connecticut,0.0437759,0.0575837,0.0721772
Maryland,Alabama,0.105086,0.138232,0.173265
Maryland,Tennessee,0.090164,0.118604,0.148661
Maryland,Massachusetts,0.0569958,0.0749734,0.0939741
Maryland,Vermont,0.0633369,0.0833147,0.104429
Maryland,Montana,0.278154,0.365889,0.458617
Maryland,South Carolina,0.0734123,0.096568,0.121041
Maryland,Ohio,0.0483477,0.0635976,0.0797152
Maryland,North Carolina,0.055855,0.0734728,0.0920931
